WKT,PIXEL,X,Y
"POLYGON ((-79.7314596305963 40.6618248294039,-79.7317249823168 40.6708280398814,-79.7199005189372 40.6710295048047,-79.7196367494514 40.6620262677896,-79.7314596305963 40.6618248294039))",170114,-79.72568,40.66643
"POLYGON ((-79.7196367494514 40.6620262677896,-79.7199005189372 40.6710295048047,-79.708075984913 40.6712297642256,-79.7078137976902 40.6622265008317,-79.7196367494514 40.6620262677896))",171114,-79.71386,40.66663
"POLYGON ((-79.7078137976902 40.6622265008317,-79.708075984913 40.6712297642256,-79.6962513806675 40.6714288181335,-79.6959907757359 40.6624255285195,-79.7078137976902 40.6622265008317))",172114,-79.70203,40.66683
"POLYGON ((-79.6959907757359 40.6624255285195,-79.6962513806675 40.6714288181335,-79.6844267066241 40.6716266665179,-79.6841676840118 40.6626233508426,-79.6959907757359 40.6624255285195))",173114,-79.69021,40.66703
"POLYGON ((-79.6841676840118 40.6626233508426,-79.6844267066241 40.6716266665179,-79.6726019632062 40.6718233093684,-79.672344522941 40.6628199677905,-79.6841676840118 40.6626233508426))",174114,-79.67839,40.66722
"POLYGON ((-80.1685289374695 40.6445222182503,-80.1688527236971 40.6535243552435,-80.1570327527061 40.6537703833109,-80.1567105471219 40.6447682139109,-80.1685289374695 40.6445222182503))",133115,-80.16278,40.64915
"POLYGON ((-80.1567105471219 40.6447682139109,-80.1570327527061 40.6537703833109,-80.1452126954524 40.6540152064716,-80.1448920705463 40.6450130048235,-80.1567105471219 40.6447682139109))",134115,-80.15096,40.64939
"POLYGON ((-80.1448920705463 40.6450130048235,-80.1452126954524 40.6540152064716,-80.1333925523587 40.6542588247126,-80.133073508165 40.645256590975,-80.1448920705463 40.6450130048235))",135115,-80.13914,40.64964
"POLYGON ((-80.133073508165 40.645256590975,-80.1333925523587 40.6542588247126,-80.1215723238474 40.6545012380209,-80.1212548604005 40.6454989723525,-80.133073508165 40.645256590975))",136115,-80.12732,40.64988
"POLYGON ((-80.1212548604005 40.6454989723525,-80.1215723238474 40.6545012380209,-80.1097520103413 40.6547424463839,-80.1094361276752 40.6457401489433,-80.1212548604005 40.6454989723525))",137115,-80.11550,40.65012
"POLYGON ((-80.1094361276752 40.6457401489433,-80.1097520103413 40.6547424463839,-80.0979316122628 40.6549824497887,-80.0976173104116 40.6459801207346,-80.1094361276752 40.6457401489433))",138115,-80.10368,40.65036
"POLYGON ((-80.0976173104116 40.6459801207346,-80.0979316122628 40.6549824497887,-80.0861111300348 40.6552212482226,-80.0857984090321 40.6462188877136,-80.0976173104116 40.6459801207346))",139115,-80.09186,40.65060
"POLYGON ((-80.0857984090321 40.6462188877136,-80.0861111300348 40.6552212482226,-80.0742905640796 40.655458841673,-80.0739794239592 40.6464564498678,-80.0857984090321 40.6462188877136))",140115,-80.08004,40.65084
"POLYGON ((-80.0739794239592 40.6464564498678,-80.0742905640796 40.655458841673,-80.0624699148202 40.6556952301274,-80.0621603556154 40.6466928071845,-80.0739794239592 40.6464564498678))",141115,-80.06823,40.65108
"POLYGON ((-80.0621603556154 40.6466928071845,-80.0624699148202 40.6556952301274,-80.0506491826792 40.6559304135731,-80.0503412044232 40.6469279596514,-80.0621603556154 40.6466928071845))",142115,-80.05641,40.65131
"POLYGON ((-80.0503412044232 40.6469279596514,-80.0506491826792 40.6559304135731,-80.0388283680792 40.6561643919979,-80.0385219708052 40.6471619072558,-80.0503412044232 40.6469279596514))",143115,-80.04459,40.65155
"POLYGON ((-80.0385219708052 40.6471619072558,-80.0388283680792 40.6561643919979,-80.027007471443 40.6563971653892,-80.0267026551839 40.6473946499856,-80.0385219708052 40.6471619072558))",144115,-80.03277,40.65178
"POLYGON ((-80.0267026551839 40.6473946499856,-80.027007471443 40.6563971653892,-80.0151864931934 40.6566287337348,-80.0148832579819 40.6476261878282,-80.0267026551839 40.6473946499856))",145115,-80.02094,40.65201
"POLYGON ((-80.0148832579819 40.6476261878282,-80.0151864931934 40.6566287337348,-80.003365433753 40.6568590970224,-80.0030637796218 40.6478565207715,-80.0148832579819 40.6476261878282))",146115,-80.00912,40.65224
"POLYGON ((-80.0030637796218 40.6478565207715,-80.003365433753 40.6568590970224,-79.9915442935447 40.6570882552398,-79.9912442205262 40.6480856488034,-80.0030637796218 40.6478565207715))",147115,-79.99730,40.65247
"POLYGON ((-79.9912442205262 40.6480856488034,-79.9915442935447 40.6570882552398,-79.9797230729914 40.6573162083749,-79.9794245811177 40.6483135719116,-79.9912442205262 40.6480856488034))",148115,-79.98548,40.65270
"POLYGON ((-79.9794245811177 40.6483135719116,-79.9797230729914 40.6573162083749,-79.9679017725156 40.6575429564157,-79.967604861819 40.6485402900841,-79.9794245811177 40.6483135719116))",149115,-79.97366,40.65293
"POLYGON ((-79.967604861819 40.6485402900841,-79.9679017725156 40.6575429564157,-79.9560803925404 40.6577684993501,-79.9557850630527 40.648765803309,-79.967604861819 40.6485402900841))",150115,-79.96184,40.65315
"POLYGON ((-79.9557850630527 40.648765803309,-79.9560803925404 40.6577684993501,-79.9442589334886 40.6579928371662,-79.9439651852415 40.6489901115743,-79.9557850630527 40.648765803309))",151115,-79.95002,40.65338
"POLYGON ((-79.9439651852415 40.6489901115743,-79.9442589334886 40.6579928371662,-79.932437395783 40.6582159698522,-79.9321452288081 40.649213214868,-79.9439651852415 40.6489901115743))",152115,-79.93820,40.65360
"POLYGON ((-79.9321452288081 40.649213214868,-79.932437395783 40.6582159698522,-79.9206157798465 40.6584378973962,-79.9203251941753 40.6494351131786,-79.9321452288081 40.649213214868))",153115,-79.92638,40.65383
"POLYGON ((-79.9203251941753 40.6494351131786,-79.9206157798465 40.6584378973962,-79.908794086102 40.6586586197864,-79.9085050817656 40.649655806494,-79.9203251941753 40.6494351131786))",154115,-79.91456,40.65405
"POLYGON ((-79.9085050817656 40.649655806494,-79.908794086102 40.6586586197864,-79.8969723149725 40.6588781370113,-79.896684892002 40.6498752948027,-79.9085050817656 40.649655806494))",155115,-79.90274,40.65427
"POLYGON ((-79.896684892002 40.6498752948027,-79.8969723149725 40.6588781370113,-79.8851504668807 40.6590964490592,-79.884864625307 40.6500935780932,-79.896684892002 40.6498752948027))",156115,-79.89092,40.65449
"POLYGON ((-79.884864625307 40.6500935780932,-79.8851504668807 40.6590964490592,-79.8733285422498 40.6593135559185,-79.8730442821036 40.6503106563538,-79.884864625307 40.6500935780932))",157115,-79.87910,40.65470
"POLYGON ((-79.8730442821036 40.6503106563538,-79.8733285422498 40.6593135559185,-79.8615065415027 40.6595294575777,-79.8612238628146 40.650526529573,-79.8730442821036 40.6503106563538))",158115,-79.86728,40.65492
"POLYGON ((-79.8612238628146 40.650526529573,-79.8615065415027 40.6595294575777,-79.8496844650623 40.6597441540255,-79.8494033678627 40.6507411977395,-79.8612238628146 40.650526529573))",159115,-79.85545,40.65514
"POLYGON ((-79.8494033678627 40.6507411977395,-79.8496844650623 40.6597441540255,-79.8378623133516 40.6599576452504,-79.8375827976707 40.6509546608418,-79.8494033678627 40.6507411977395))",160115,-79.84363,40.65535
"POLYGON ((-79.8375827976707 40.6509546608418,-79.8378623133516 40.6599576452504,-79.8260400867937 40.6601699312412,-79.8257621526615 40.6511669188687,-79.8375827976707 40.6509546608418))",161115,-79.83181,40.65556
"POLYGON ((-79.8257621526615 40.6511669188687,-79.8260400867937 40.6601699312412,-79.8142177858116 40.6603810119866,-79.813941433258 40.6513779718089,-79.8257621526615 40.6511669188687))",162115,-79.81999,40.65577
"POLYGON ((-79.813941433258 40.6513779718089,-79.8142177858116 40.6603810119866,-79.8023954108283 40.6605908874755,-79.8021206398829 40.6515878196513,-79.813941433258 40.6513779718089))",163115,-79.80817,40.65598
"POLYGON ((-79.8021206398829 40.6515878196513,-79.8023954108283 40.6605908874755,-79.7905729622668 40.6607995576967,-79.7902997729594 40.6517964623848,-79.8021206398829 40.6515878196513))",164115,-79.79635,40.65619
"POLYGON ((-79.7902997729594 40.6517964623848,-79.7905729622668 40.6607995576967,-79.7787504405504 40.6610070226393,-79.7784788329102 40.6520038999983,-79.7902997729594 40.6517964623848))",165115,-79.78453,40.65640
"POLYGON ((-79.7784788329102 40.6520038999983,-79.7787504405504 40.6610070226393,-79.766927846102 40.6612132822921,-79.7666578201582 40.6522101324808,-79.7784788329102 40.6520038999983))",166115,-79.77270,40.65661
"POLYGON ((-79.7666578201582 40.6522101324808,-79.766927846102 40.6612132822921,-79.7551051793447 40.6614183366444,-79.7548367351264 40.6524151598215,-79.7666578201582 40.6522101324808))",167115,-79.76088,40.65681
"POLYGON ((-79.7548367351264 40.6524151598215,-79.7551051793447 40.6614183366444,-79.7432824407018 40.6616221856853,-79.7430155782377 40.6526189820095,-79.7548367351264 40.6524151598215))",168115,-79.74906,40.65702
"POLYGON ((-79.7430155782377 40.6526189820095,-79.7432824407018 40.6616221856853,-79.7314596305963 40.6618248294039,-79.7311943499152 40.652821599034,-79.7430155782377 40.6526189820095))",169115,-79.73724,40.65722
"POLYGON ((-79.7311943499152 40.652821599034,-79.7314596305963 40.6618248294039,-79.7196367494514 40.6620262677896,-79.7193730505818 40.6530230108842,-79.7311943499152 40.652821599034))",170115,-79.72542,40.65742
"POLYGON ((-79.7193730505818 40.6530230108842,-79.7196367494514 40.6620262677896,-79.7078137976902 40.6622265008317,-79.7075516806604 40.6532232175496,-79.7193730505818 40.6530230108842))",171115,-79.71359,40.65762
"POLYGON ((-79.7075516806604 40.6532232175496,-79.7078137976902 40.6622265008317,-79.6959907757359 40.6624255285195,-79.6957302405742 40.6534222190195,-79.7075516806604 40.6532232175496))",172115,-79.70177,40.65782
"POLYGON ((-79.6957302405742 40.6534222190195,-79.6959907757359 40.6624255285195,-79.6841676840118 40.6626233508426,-79.6839087307462 40.6536200152834,-79.6957302405742 40.6534222190195))",173115,-79.68995,40.65802
"POLYGON ((-79.6839087307462 40.6536200152834,-79.6841676840118 40.6626233508426,-79.672344522941 40.6628199677905,-79.6720871515993 40.6538166063309,-79.6839087307462 40.6536200152834))",174115,-79.67813,40.65822
"POLYGON ((-80.1682052378924 40.6355200615005,-80.1685289374695 40.6445222182503,-80.1567105471219 40.6447682139109,-80.1563884277659 40.635766024757,-80.1682052378924 40.6355200615005))",133116,-80.16246,40.64014
"POLYGON ((-80.1563884277659 40.635766024757,-80.1567105471219 40.6447682139109,-80.1448920705463 40.6450130048235,-80.1445715314458 40.6360107834239,-80.1563884277659 40.635766024757))",134116,-80.15064,40.64039
"POLYGON ((-80.1445715314458 40.6360107834239,-80.1448920705463 40.6450130048235,-80.133073508165 40.645256590975,-80.1327545493546 40.6362543374885,-80.1445715314458 40.6360107834239))",135116,-80.13882,40.64063
"POLYGON ((-80.1327545493546 40.6362543374885,-80.133073508165 40.645256590975,-80.1212548604005 40.6454989723525,-80.1209374819144 40.6364966869377,-80.1327545493546 40.6362543374885))",136116,-80.12701,40.64088
"POLYGON ((-80.1209374819144 40.6364966869377,-80.1212548604005 40.6454989723525,-80.1094361276752 40.6457401489433,-80.1091203295476 40.6367378317589,-80.1209374819144 40.6364966869377))",137116,-80.11519,40.64112
"POLYGON ((-80.1091203295476 40.6367378317589,-80.1094361276752 40.6457401489433,-80.0976173104116 40.6459801207346,-80.0973030926763 40.6369777719391,-80.1091203295476 40.6367378317589))",138116,-80.10337,40.64136
"POLYGON ((-80.0973030926763 40.6369777719391,-80.0976173104116 40.6459801207346,-80.0857984090321 40.6462188877136,-80.0854857717228 40.6372165074658,-80.0973030926763 40.6369777719391))",139116,-80.09155,40.64160
"POLYGON ((-80.0854857717228 40.6372165074658,-80.0857984090321 40.6462188877136,-80.0739794239592 40.6464564498678,-80.0736683671096 40.6374540383262,-80.0854857717228 40.6372165074658))",140116,-80.07973,40.64184
"POLYGON ((-80.0736683671096 40.6374540383262,-80.0739794239592 40.6464564498678,-80.0621603556154 40.6466928071845,-80.0618508792589 40.6376903645078,-80.0736683671096 40.6374540383262))",141116,-80.06791,40.64207
"POLYGON ((-80.0618508792589 40.6376903645078,-80.0621603556154 40.6466928071845,-80.0503412044232 40.6469279596514,-80.050033308593 40.6379254859982,-80.0618508792589 40.6376903645078))",142116,-80.05610,40.64231
"POLYGON ((-80.050033308593 40.6379254859982,-80.0503412044232 40.6469279596514,-80.0385219708052 40.6471619072558,-80.0382156555344 40.6381594027849,-80.050033308593 40.6379254859982))",143116,-80.04428,40.64254
"POLYGON ((-80.0382156555344 40.6381594027849,-80.0385219708052 40.6471619072558,-80.0267026551839 40.6473946499856,-80.0263979205055 40.6383921148555,-80.0382156555344 40.6381594027849))",144116,-80.03246,40.64278
"POLYGON ((-80.0263979205055 40.6383921148555,-80.0267026551839 40.6473946499856,-80.0148832579819 40.6476261878282,-80.0145801039286 40.6386236221976,-80.0263979205055 40.6383921148555))",145116,-80.02064,40.64301
"POLYGON ((-80.0145801039286 40.6386236221976,-80.0148832579819 40.6476261878282,-80.0030637796218 40.6478565207715,-80.0027622062261 40.6388539247991,-80.0145801039286 40.6386236221976))",146116,-80.00882,40.64324
"POLYGON ((-80.0027622062261 40.6388539247991,-80.0030637796218 40.6478565207715,-79.9912442205262 40.6480856488034,-79.9909442278205 40.6390830226478,-80.0027622062261 40.6388539247991))",147116,-79.99700,40.64347
"POLYGON ((-79.9909442278205 40.6390830226478,-79.9912442205262 40.6480856488034,-79.9794245811177 40.6483135719116,-79.9791261691343 40.6393109157315,-79.9909442278205 40.6390830226478))",148116,-79.98518,40.64370
"POLYGON ((-79.9791261691343 40.6393109157315,-79.9794245811177 40.6483135719116,-79.967604861819 40.6485402900841,-79.9673080305899 40.6395376040382,-79.9791261691343 40.6393109157315))",149116,-79.97337,40.64393
"POLYGON ((-79.9673080305899 40.6395376040382,-79.967604861819 40.6485402900841,-79.9557850630527 40.648765803309,-79.9554898126099 40.6397630875559,-79.9673080305899 40.6395376040382))",150116,-79.96155,40.64415
"POLYGON ((-79.9554898126099 40.6397630875559,-79.9557850630527 40.648765803309,-79.9439651852415 40.6489901115743,-79.9436715156166 40.6399873662727,-79.9554898126099 40.6397630875559))",151116,-79.94973,40.64438
"POLYGON ((-79.9436715156166 40.6399873662727,-79.9439651852415 40.6489901115743,-79.9321452288081 40.649213214868,-79.9318531400327 40.6402104401766,-79.9436715156166 40.6399873662727))",152116,-79.93791,40.64460
"POLYGON ((-79.9318531400327 40.6402104401766,-79.9321452288081 40.649213214868,-79.9203251941753 40.6494351131786,-79.9200346862807 40.6404323092559,-79.9318531400327 40.6402104401766))",153116,-79.92609,40.64482
"POLYGON ((-79.9200346862807 40.6404323092559,-79.9203251941753 40.6494351131786,-79.9085050817656 40.649655806494,-79.9082161547832 40.6406529734989,-79.9200346862807 40.6404323092559))",154116,-79.91427,40.64504
"POLYGON ((-79.9082161547832 40.6406529734989,-79.9085050817656 40.649655806494,-79.896684892002 40.6498752948027,-79.8963975459627 40.6408724328939,-79.9082161547832 40.6406529734989))",155116,-79.90245,40.64526
"POLYGON ((-79.8963975459627 40.6408724328939,-79.896684892002 40.6498752948027,-79.884864625307 40.6500935780932,-79.8845788602418 40.6410906874292,-79.8963975459627 40.6408724328939))",156116,-79.89063,40.64548
"POLYGON ((-79.8845788602418 40.6410906874292,-79.884864625307 40.6500935780932,-79.8730442821036 40.6503106563538,-79.8727600980432 40.6413077370934,-79.8845788602418 40.6410906874292))",157116,-79.87881,40.64570
"POLYGON ((-79.8727600980432 40.6413077370934,-79.8730442821036 40.6503106563538,-79.8612238628146 40.650526529573,-79.8609412597894 40.6415235818748,-79.8727600980432 40.6413077370934))",158116,-79.86699,40.64592
"POLYGON ((-79.8609412597894 40.6415235818748,-79.8612238628146 40.650526529573,-79.8494033678627 40.6507411977395,-79.8491223459031 40.6417382217622,-79.8609412597894 40.6415235818748))",159116,-79.85517,40.64613
"POLYGON ((-79.8491223459031 40.6417382217622,-79.8494033678627 40.6507411977395,-79.8375827976707 40.6509546608418,-79.8373033568069 40.6419516567442,-79.8491223459031 40.6417382217622))",160116,-79.84335,40.64635
"POLYGON ((-79.8373033568069 40.6419516567442,-79.8375827976707 40.6509546608418,-79.8257621526615 40.6511669188687,-79.8254842929236 40.6421638868094,-79.8373033568069 40.6419516567442))",161116,-79.83153,40.64656
"POLYGON ((-79.8254842929236 40.6421638868094,-79.8257621526615 40.6511669188687,-79.813941433258 40.6513779718089,-79.8136651546758 40.6423749119467,-79.8254842929236 40.6421638868094))",162116,-79.81971,40.64677
"POLYGON ((-79.8136651546758 40.6423749119467,-79.813941433258 40.6513779718089,-79.8021206398829 40.6515878196513,-79.8018459424862 40.6425847321448,-79.8136651546758 40.6423749119467))",163116,-79.80789,40.64698
"POLYGON ((-79.8018459424862 40.6425847321448,-79.8021206398829 40.6515878196513,-79.7902997729594 40.6517964623848,-79.7900266567776 40.6427933473928,-79.8018459424862 40.6425847321448))",164116,-79.79607,40.64719
"POLYGON ((-79.7900266567776 40.6427933473928,-79.7902997729594 40.6517964623848,-79.7784788329102 40.6520038999983,-79.7782072979727 40.6430007576794,-79.7900266567776 40.6427933473928))",165116,-79.78425,40.64740
"POLYGON ((-79.7782072979727 40.6430007576794,-79.7784788329102 40.6520038999983,-79.7666578201582 40.6522101324808,-79.7663878664941 40.6432069629938,-79.7782072979727 40.6430007576794))",166116,-79.77243,40.64761
"POLYGON ((-79.7663878664941 40.6432069629938,-79.7666578201582 40.6522101324808,-79.7548367351264 40.6524151598215,-79.7545683627649 40.643411963325,-79.7663878664941 40.6432069629938))",167116,-79.76061,40.64781
"POLYGON ((-79.7545683627649 40.643411963325,-79.7548367351264 40.6524151598215,-79.7430155782377 40.6526189820095,-79.7427487872075 40.6436157586622,-79.7545683627649 40.643411963325))",168116,-79.74879,40.64802
"POLYGON ((-79.7427487872075 40.6436157586622,-79.7430155782377 40.6526189820095,-79.7311943499152 40.652821599034,-79.730929140245 40.6438183489947,-79.7427487872075 40.6436157586622))",169116,-79.73697,40.64822
"POLYGON ((-79.730929140245 40.6438183489947,-79.7311943499152 40.652821599034,-79.7193730505818 40.6530230108842,-79.7191094223001 40.6440197343117,-79.730929140245 40.6438183489947))",170116,-79.72515,40.64842
"POLYGON ((-79.7191094223001 40.6440197343117,-79.7193730505818 40.6530230108842,-79.7075516806604 40.6532232175496,-79.7072896337956 40.6442199146025,-79.7191094223001 40.6440197343117))",171116,-79.71333,40.64862
"POLYGON ((-79.7072896337956 40.6442199146025,-79.7075516806604 40.6532232175496,-79.6957302405742 40.6534222190195,-79.6954697751544 40.6444188898565,-79.7072896337956 40.6442199146025))",172116,-79.70151,40.64882
